,com,TH,TH_2
0,0.0,0.31333294346280205,0.7394946490780481
1,1.0,0.10709294633116201,1.25
2,2.0,0.9418594283375551,1.132020828554288
3,3.0,0.411671939211249,1.199547929566911
4,4.0,1.081142363353693,0.6533610807617071
5,5.0,0.746317442645635,0.563310527464917
6,6.0,0.7425548692267001,1.25
7,7.0,0.41569900505898105,0.134544452736293
8,8.0,0.9188581944423491,0.19946379149165502
9,9.0,0.5808340280149551,0.21970822178089103
10,10.0,0.358412996984032,0.9355327539111441
11,11.0,0.32551631830152905,0.17944566018058403
12,12.0,0.75,0.360138751910798
13,13.0,-0.23973309753843702,0.471388481477008
14,14.0,1.25,0.0012981836561380001
15,15.0,0.16786476834150602,0.32149488805776105
16,16.0,0.891435508719686,1.193227117888229
17,17.0,0.44289052159587805,0.49234139892586404
18,18.0,0.633474401192589,0.668634207951859
19,19.0,-0.55552295787336,0.043254988353288004
20,20.0,0.49965682962975205,0.08653011073053801
21,21.0,0.380105685037741,0.07436262685334301
22,22.0,0.592411355494716,0.21839151912958402
