,com,TH,TH_2
0,0.0,0.493059437887631,0.75
1,1.0,0.6455112369986521,0.5722698302972541
2,2.0,0.44904255693981904,1.239748590675017
3,3.0,0.7401512504604131,0.7386905690249931
4,4.0,0.39306084098993904,0.753702125514909
5,5.0,0.7403211410712861,0.6408316748732471
6,6.0,0.75,0.6899079451267981
7,7.0,0.8898869270785741,0.7849737337679411
8,8.0,0.22890996029537902,0.079159379726778
9,9.0,1.071391588606578,0.696629813459202
10,10.0,0.397345644325977,0.8882260718214661
11,11.0,0.50731006669176,0.6268535514107281
12,12.0,0.75,0.566982634090571
13,13.0,0.16020713712838303,0.7113824095521081
14,14.0,0.9833942314946471,1.227310730038418
