,com,TH,TH_2
0,0.0,0.5799100731414141,0.5905595217742551
1,1.0,0.316259526004452,1.106090167454958
2,2.0,0.39194280005905,0.318294563243538
3,3.0,0.628663755300996,0.588291932200629
4,4.0,0.49360609040705705,0.42041325979715605
5,5.0,0.47816092776845004,0.6946254648076841
6,6.0,0.29987078692740704,0.284344702819192
7,7.0,0.22669658689658903,0.692330997022496
8,8.0,0.933588709253357,0.43316317745172206
9,9.0,0.12542612958426802,0.628740934512651
10,10.0,0.96171766467368,0.326738424094327
11,11.0,0.23958938558780501,0.475162653304853
12,12.0,0.18857536115319,0.394833836429734
13,13.0,1.01366254370645,0.5732270460909821
14,14.0,0.6467454082714631,1.198217562430939
