,com,TH,TH_2
0,0.0,0.789760291721415,-0.374362482752818
1,1.0,0.12166618710615501,1.097621599710609
2,2.0,0.7357301124040121,1.204169474481826
3,3.0,0.8281116290356071,0.447473787228217
4,4.0,-0.251597565135566,0.888235643043577
5,5.0,0.19068868364225602,0.209003130487207
6,6.0,0.7606120239587351,0.779214716607824
7,7.0,0.25255368016129204,0.31219690127473204
8,8.0,0.946209014496417,0.6702585966462501
9,9.0,0.7509186932357531,1.2453293856534091
10,10.0,1.032755493430428,0.7381167035396861
11,11.0,0.110491452803418,0.511072554628592
12,12.0,0.48437646758061204,0.8614039689238621
13,13.0,0.64042796315189,0.6697472412741801
14,14.0,0.31355024431461703,0.75314836432192
15,15.0,0.140128074636236,0.6872173696247741
16,16.0,0.29729333055679,0.20447533925801903
17,17.0,1.155468119877882,0.45095336351498505
18,18.0,0.085136025794093,0.8693938929100381
19,19.0,0.5229279650862471,0.6836319007583641
20,20.0,0.8903949905764511,0.344986144036364
21,21.0,0.6793332705035451,0.9167124864784971
22,22.0,0.063760002657939,-0.04583809370934001
