,com,TH,TH_2
0,0.0,0.38526351481827503,1.25
1,1.0,0.31007703338304404,1.019965286783439
2,2.0,0.7886590154533281,1.068235666404492
3,3.0,0.506848956866377,0.581697735025352
4,4.0,0.429768853005555,1.25
5,5.0,0.5213162066660271,0.75
6,6.0,0.6252880524192991,0.7915310020253581
7,7.0,1.057677681065107,0.662045548930525
8,8.0,0.096345958084759,1.25
9,9.0,0.577342385705479,1.204958124145961
10,10.0,0.14288490519193,1.25
11,11.0,0.49932300000584506,0.9675050778707501
12,12.0,0.947293609485182,0.6425809835363401
13,13.0,-0.037581514853644006,1.25
14,14.0,1.25,1.25
