,com,TH,TH_2
0,0.0,0.9576052909839621,-0.005011111152452
1,1.0,0.19420593123259702,1.25
2,2.0,0.8448685531705871,0.824897326499696
3,3.0,0.894851449080153,0.7400521115937441
4,4.0,0.21502403631178602,0.8605010519374391
5,5.0,0.113412670741436,0.386199826091624
6,6.0,0.5415818717516291,0.78946494289237
7,7.0,0.181683607635995,0.6505668344716551
8,8.0,0.889751078966565,0.6221984168000301
9,9.0,0.506321253994113,0.7871246581674131
10,10.0,0.6497573964604021,0.8615655527052861
11,11.0,0.234587345339292,0.421418959864498
12,12.0,0.197521878620238,0.496631243340503
13,13.0,0.531236995971828,0.5104789901456901
14,14.0,0.226298130927921,0.5965103067096831
15,15.0,0.21866533703468302,0.20740326385298602
16,16.0,0.32623111191689,0.246577849370535
17,17.0,0.764571192539073,0.35513093381939204
18,18.0,0.8951728418307101,0.40886024285909905
19,19.0,-0.012795783965151,0.949026897315652
20,20.0,0.833441013975854,0.120587914372762
21,21.0,0.678732922867414,0.7532714739238721
22,22.0,0.475097767926474,0.624256677224444
