,com,TH,TH_2
0,0.0,0.22219523909656202,0.8260975940104821
1,1.0,0.5004678853089191,0.6802410392571271
2,2.0,0.41980036862402403,0.381555346675981
3,3.0,0.303820197635396,0.7373733437648641
4,4.0,0.5583486857335851,0.670100156851273
5,5.0,0.396891036514439,0.513051421657691
6,6.0,0.6897492501204421,0.5200166413617301
7,7.0,0.714768518374375,0.255370742816107
8,8.0,0.45639538640634403,0.635726851222437
9,9.0,0.8548625383384231,0.549343518205741
10,10.0,0.276032387811181,0.113718634020949
11,11.0,1.065805904145484,0.593970900948523
12,12.0,0.5773732743742891,0.7165256570317511
13,13.0,0.786309776051166,1.055207948927146
14,14.0,0.585177077932311,1.20622444497515
