,com,TH,TH_2
0,0.0,0.326941720047216,0.362821234213344
1,1.0,0.32720094514124803,1.25
2,2.0,0.66161069262186,0.7754864773208521
3,3.0,0.47479599720891,1.25
4,4.0,1.242287165098606,0.9338149269746611
5,5.0,0.621893437564178,1.25
6,6.0,0.373935200811766,0.9337107583240161
7,7.0,0.46452055986001706,1.245568260741666
8,8.0,0.190807211399546,0.554416694184594
9,9.0,0.6411582368638881,0.5626024557243731
10,10.0,0.37628797313163903,1.0
11,11.0,0.38194482952569003,0.5877773423761751
12,12.0,0.273829381686213,0.525070627192752
13,13.0,-0.649837098288441,0.745425515912652
14,14.0,0.75,1.028810584795273
