,com,TH,TH_2
0,0.0,0.27343662334721003,0.624704965719278
1,1.0,0.12863621750838802,1.097360928273067
2,2.0,-0.020926360532025002,0.609699174568465
3,3.0,0.031054385936558,1.026611390173829
4,4.0,0.603039753585499,0.800953084724199
5,5.0,0.41824227978183004,0.282617021848367
6,6.0,0.301358718434796,0.9818207183780041
7,7.0,0.34763748551418305,0.28877113596799403
8,8.0,0.399090019072373,0.673814138990617
9,9.0,0.044415920168176005,-0.11904423209916701
10,10.0,0.009892260468838001,1.25
11,11.0,0.32750816876445205,0.7950165670607611
12,12.0,0.27011104039793005,0.47322953735952805
13,13.0,0.7062960317753281,0.117133982920834
14,14.0,0.64353139226134,0.278454136180158
15,15.0,0.39587223179872005,1.127143146784117
16,16.0,0.7824121302283921,1.057447871129374
17,17.0,0.5323490827435731,0.258179226644894
18,18.0,0.043802210598758,0.27635001906494905
19,19.0,0.333400290551616,0.502048358346122
20,20.0,0.7922640244662731,0.821197870700597
21,21.0,0.199511246380174,0.5215420612563071
22,22.0,-0.020057507833008,-0.08789927279500001
