,com,TH,TH_2
0,0.0,0.791521175985297,0.9284161667527421
1,1.0,0.061463344522397004,0.7410881795823461
2,2.0,0.967708649281335,1.189369946954989
3,3.0,0.27785425368348604,0.9462068559068961
4,4.0,0.8325349037857841,0.595025261252072
5,5.0,0.842340012342479,0.340616333903067
6,6.0,0.39890423705486705,0.7003508110788991
7,7.0,0.7138162189528,-0.10887611151939501
8,8.0,0.626192103471786,-0.15064450227835202
9,9.0,0.6487232237420171,1.03481916562508
10,10.0,0.227040813432161,0.784020713744295
11,11.0,0.938345129119965,0.371842774049845
12,12.0,0.962703358822193,0.660756294725502
13,13.0,1.055079484218783,-0.015907195697999
14,14.0,0.512008222768779,0.8765949832731401
15,15.0,0.20254198701860401,0.53218921761935
16,16.0,0.9949389251942861,0.519668313870831
17,17.0,0.37147611902387,1.032623657689821
18,18.0,0.16825780855587003,0.764970861029812
19,19.0,0.8747066443891901,0.27336820571181203
20,20.0,0.386026036645708,-0.158547550818423
21,21.0,-0.010575487192983,0.896499924839637
22,22.0,-0.074708789343275,0.36925810522043
