,com,TH,TH_2
0,0.0,0.644633541575784,0.16265630735619402
1,1.0,0.217939095050688,0.943113605694832
2,2.0,0.8180008419107331,0.529093067793009
3,3.0,0.444456930054539,0.251006463182799
4,4.0,0.7009972707171981,0.8696886188537951
5,5.0,0.239833159556358,0.130500751229033
6,6.0,0.33718263705220103,0.085937236319284
7,7.0,0.26709163166279004,0.184818645494623
8,8.0,0.7397932508471221,0.605026089189147
9,9.0,0.675184770951325,0.17291218097833702
10,10.0,0.43819908608971303,0.074878783885755
11,11.0,0.7270742405385,0.982040053392023
12,12.0,0.596400430037715,0.5685789478771001
13,13.0,0.918465313915347,0.511618819008533
14,14.0,0.9868073412565851,0.9816683253228371
