,com,TH,TH_2
0,0.0,0.921824280652437,0.5615736656615431
1,1.0,0.050481731694202,0.640027194603869
2,2.0,0.15210460050208402,0.254719112801766
3,3.0,1.009296423079369,0.482367335398496
4,4.0,0.248870086747207,0.189125969859326
5,5.0,0.911786229342034,0.7568979799500041
6,6.0,0.35179767895408504,0.641994307441293
7,7.0,0.541351207973638,0.796414396300067
8,8.0,0.585800923959197,0.911182229706414
9,9.0,-0.011734794909913,0.542266070658716
10,10.0,0.40783841911384905,0.32054369652127
11,11.0,0.7594595340569511,0.805199301121959
12,12.0,0.548965980117613,0.19170896612135602
13,13.0,0.554913254622696,-0.15805674138234702
14,14.0,0.301486029682059,0.06830671924591901
15,15.0,0.518261646513483,0.640371139651671
16,16.0,0.676587954457541,0.197429959659492
17,17.0,0.590658326268074,0.760589016206569
18,18.0,0.302001233256519,0.084390351431344
19,19.0,0.20741695778444602,0.47682040216874705
20,20.0,0.516813074372642,-0.19372687643879102
21,21.0,0.014572869709648,0.7006199511725101
22,22.0,0.657661416401475,0.859894032152656
