,com,TH,TH_2
0,0.0,0.48609096102229105,0.889201782861178
1,1.0,0.08222228293532101,0.788796600894746
2,2.0,0.36941608121504804,0.30528445895469203
3,3.0,0.9184227909789121,0.548714054460134
4,4.0,1.015923324066244,0.38773959807804903
5,5.0,0.31496594641638204,0.23208005201282203
6,6.0,0.9950082159979321,0.23557699410846802
7,7.0,1.078948733027967,0.059849308331269
8,8.0,-0.21610051778900202,0.15893293810362902
9,9.0,0.30886930702809,0.43019221817413805
10,10.0,0.37379116423315906,0.874863595521515
11,11.0,1.201270733907783,0.37611302996977203
12,12.0,0.668867899439291,1.067814622256601
13,13.0,0.6953099206026131,0.721834251759018
14,14.0,0.11019901955609901,0.398974744901928
15,15.0,0.25234682773877104,0.96518320923997
16,16.0,0.80444576071493,0.8282426949927331
17,17.0,0.45183485480830204,0.289950931416606
18,18.0,-0.0027994597957500004,0.7463096567982621
19,19.0,0.6865802363313841,-0.009351013234867001
20,20.0,0.7842877505941621,0.9722248432864641
21,21.0,0.48882405799122103,0.549730571059464
22,22.0,-0.036579957188639003,0.5268671164938601
