,com,TH,TH_2
0,0.0,0.40078950094505605,0.534494880098079
1,1.0,0.510359590178055,0.643333959027237
2,2.0,0.132112634992222,1.092054342176526
3,3.0,0.6051759522451491,0.678659068099808
4,4.0,0.292460430206473,1.051201616900118
5,5.0,0.7572573358010951,0.512061955605655
6,6.0,0.349325838990911,0.6312968819206011
7,7.0,0.389926164145294,0.32387024896203004
8,8.0,0.48556118756717903,0.11075269337022801
9,9.0,0.328138140921691,0.448741888046757
10,10.0,0.6992462607864931,0.9761451017386221
11,11.0,0.8104830346733061,0.6511173986591571
12,12.0,0.415731491164373,0.573915268072786
13,13.0,0.18811873494132603,0.960681720294391
14,14.0,0.558687538964822,1.232002788873289
