,com,TH,TH_2
0,0.0,0.9932992256109011,0.055555597226754
1,1.0,0.14674371082828502,0.9655825144201171
2,2.0,0.777473018900377,0.816759327637784
3,3.0,0.8673625794091251,0.37185771077115004
4,4.0,0.055077756637325004,0.8135762272418351
5,5.0,0.17233359869070702,0.06463124908935501
6,6.0,0.639121957806781,0.919440270580513
7,7.0,0.310354710971246,0.13933960100678
8,8.0,0.8907455479463661,0.563897063468067
9,9.0,0.7897763197854051,0.9632580396936291
10,10.0,0.7086861279422051,0.9720322941228181
11,11.0,0.058005967347709006,0.304190417459133
12,12.0,0.44291768301378104,0.93810368703927
13,13.0,0.9703162193715291,0.8197145009981691
14,14.0,0.12277936196180801,0.5201617227024861
15,15.0,0.18146634939868803,0.5317806785712801
16,16.0,0.22761450657923102,0.09269232727154
17,17.0,0.9263647485958031,0.6415602871109051
18,18.0,0.39365544970826705,0.5603063547858781
19,19.0,0.361010856913602,0.657728185308013
20,20.0,0.955374150633663,0.324392315647192
21,21.0,0.8017659260138831,0.838547803976432
22,22.0,0.16348045401092,0.21243826021639603
