,com,TH,TH_2
0,0.0,0.999030482764076,0.638066118103498
1,1.0,0.08440415593379101,1.050183175388695
2,2.0,0.194938311336202,0.08802710426608701
3,3.0,0.5662145286732091,0.7231261428430701
4,4.0,0.059309644963324006,-0.004532116027747
5,5.0,0.755299062545132,0.573441620971587
6,6.0,0.9917925806440361,1.015930946482024
7,7.0,0.20287185079365302,0.20746909532780503
8,8.0,0.186199188513911,0.6759138637946791
9,9.0,0.8899588852122591,0.13162109923842702
10,10.0,0.28432080981809604,0.6730188562068
11,11.0,0.22053135289654102,0.941194161937952
12,12.0,-0.013535985202426002,0.9940631362435051
13,13.0,1.069114863033308,-0.005776861745841
14,14.0,0.816142729104234,0.8294029640760521
15,15.0,-0.015334424607741001,0.579267469814823
16,16.0,0.9891716566334531,0.8836192570933541
17,17.0,0.944945706842177,0.365760050513777
