,com,TH,TH_2
0,0.0,0.5149088994723,0.39569676450863706
1,1.0,0.270813729165922,1.25
2,2.0,0.40934140259432705,0.969418081576026
3,3.0,0.39235486621041804,1.25
4,4.0,0.342351250139768,1.034000680421345
5,5.0,0.7258111937371651,0.419518436849093
6,6.0,0.36568472756103704,0.382697513019847
7,7.0,0.829191512799425,0.14074276728982502
8,8.0,0.23259223162266002,0.25003249411668405
9,9.0,0.702784399098582,0.40715687509424303
10,10.0,1.25,0.37847950314893103
11,11.0,0.9259680940496551,0.37051761578091
12,12.0,0.39123448914944803,1.071482324692151
13,13.0,0.859218495490862,1.25
14,14.0,0.499195838017684,0.9161223159470041
