,com,TH,TH_2
0,0.0,1.002390760772022,-0.040457847612125
1,1.0,0.14544136309847602,0.948473286940791
2,2.0,0.8652801228865911,0.7825398263039121
3,3.0,0.7557034043195061,0.8411415154495401
4,4.0,0.330136947319054,0.8760663665075271
5,5.0,0.31511186968277105,0.25293389895962604
6,6.0,0.8056172804153741,0.976218677033136
7,7.0,0.16660410606495502,0.141818345825379
8,8.0,0.9234121323627931,0.625115930120552
9,9.0,0.429294285387305,1.012859223794636
10,10.0,0.712044058601347,0.8072444316640791
11,11.0,0.23316040917052103,0.250687442606073
12,12.0,0.511496625455587,0.7203973702989831
13,13.0,1.014147791927296,0.5196421813100971
14,14.0,0.041737630732481004,0.774476536248052
15,15.0,0.26974965523460104,0.39736792020696704
16,16.0,0.522663556105841,0.309353157839298
17,17.0,0.908610149336849,0.6257024576351551
18,18.0,0.551053031516484,0.45681830135696705
19,19.0,0.31078379924761,1.051072541568736
20,20.0,0.6598279786522141,0.213928305092856
21,21.0,0.836110090491596,0.8482809159912941
22,22.0,0.23961466623535002,0.45021366752698905
