,com,TH,TH_2
0,0.0,0.47788287913168304,1.130972947524344
1,1.0,0.055617820596147005,0.67202031623762
2,2.0,0.24692496551863402,0.23220029116684002
3,3.0,0.7450551342474631,0.648407279717317
4,4.0,1.022998179222895,0.38933033866584404
5,5.0,0.22334948505138102,0.18725279512547702
6,6.0,0.8745399779882821,0.23677541741226502
7,7.0,1.048379313598731,0.10029496548260601
8,8.0,0.139800347615878,0.352423599447302
9,9.0,0.287168728571504,0.24757717529988701
10,10.0,0.119267753575043,0.88874498100868
11,11.0,0.896174535608627,0.205467428918258
12,12.0,0.9155263013825491,0.9418942454605961
13,13.0,0.8272975732743231,0.8856255111001741
14,14.0,0.12952931354087102,0.237955806615147
15,15.0,0.30670544992104504,0.911929444932827
16,16.0,0.6273488132846691,0.9263702084887161
17,17.0,0.41133496425062505,0.094322211082994
18,18.0,0.223177770273522,0.8071676851174541
19,19.0,0.5874392851089331,0.33199732909274404
20,20.0,0.8039831016387671,0.891240634328963
21,21.0,0.620518289431498,0.7881401598891511
22,22.0,0.1437382780485,0.41569456646336506
